Index,Topic,Sentiment Score,Source,Keywords,Subjectivity Score
2668,12,0.092,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.357
2669,11,0.012,Globe News,"peopl, said, one, say, covid-19, year, home, time, get, case",0.315
2670,12,0.063,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.409
2671,0,0.068,Globe News,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.227
2672,12,0.067,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.2
2673,12,0,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0
2674,12,0.037,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.503
2675,14,0.05,Globe News,"n’t, said, say, like, get, time, peopl, day, one, would",0.275
2676,12,0,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0
2677,12,0.03,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.408
2678,12,-0.125,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.375
2679,11,0.201,Globe News,"peopl, said, one, say, covid-19, year, home, time, get, case",0.473
2680,12,0.107,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.562
2681,12,0.205,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.459
2682,11,0.081,Globe News,"peopl, said, one, say, covid-19, year, home, time, get, case",0.464
2683,9,0.168,Globe News,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.495
2684,12,0.166,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.352
2685,12,0.187,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.468
2686,12,0.073,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.349
2687,12,0.076,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.401
2688,11,0.063,Globe News,"peopl, said, one, say, covid-19, year, home, time, get, case",0.321
2689,12,-0.025,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.44
2690,16,0.136,Globe News,"said, would, peopl, coronaviru, race, also, n’t, day, one, report",0.421
2691,9,0.039,Globe News,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.396
2692,12,-0.007,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.426
2693,12,0.051,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.347
2694,9,0.168,Globe News,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.558
2695,12,0.13,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.442
2696,9,0.119,Globe News,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.41
2697,12,0.111,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.452
2698,12,0.111,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.503
2699,12,0.081,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.456
2700,12,-0.002,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.393
2701,9,0.007,Globe News,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.504
2702,12,0.143,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.49
2703,11,0.287,Globe News,"peopl, said, one, say, covid-19, year, home, time, get, case",0.513
2704,12,0.085,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.444
2705,7,0.104,Globe News,"n’t, one, car, year, said, time, peopl, get, like, music",0.445
2706,9,0.15,Globe News,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.384
2707,8,0.039,Globe News,"peopl, say, n’t, time, like, said, get, work, one, make",0.401
2708,12,0.096,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.458
2709,11,0.129,Globe News,"peopl, said, one, say, covid-19, year, home, time, get, case",0.454
2710,14,0.24,Globe News,"n’t, said, say, like, get, time, peopl, day, one, would",0.557
2711,6,0.121,Globe News,"said, would, season, one, player, game, play, peopl, year, also",0.365
2712,6,0.107,Globe News,"said, would, season, one, player, game, play, peopl, year, also",0.456
2713,9,0.135,Globe News,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.411
2714,11,0.077,Globe News,"peopl, said, one, say, covid-19, year, home, time, get, case",0.459
2715,3,0.108,Globe News,"n’t, one, get, time, said, make, like, ’re, say, use",0.43
2716,12,0.104,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.438
2717,19,0.4,Globe News,"said, coronaviru, peopl, one, que, state, countri, time, say, health",0.633
2718,12,0.454,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.557
2719,1,0.125,Globe News,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.312
2720,9,0,Globe News,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.1
2721,9,0.133,Globe News,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.167
2722,12,0,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0
2723,14,0.367,Globe News,"n’t, said, say, like, get, time, peopl, day, one, would",0.633
2724,12,0.064,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.19
2725,12,0.105,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.708
2726,0,-0.118,Globe News,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.288
2727,8,0.05,Globe News,"peopl, say, n’t, time, like, said, get, work, one, make",0.141
2728,12,0,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.077
2729,9,0.109,Globe News,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.315
2730,0,0,Globe News,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.354
2731,12,0.279,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.352
2732,9,0,Globe News,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0
2733,9,0.179,Globe News,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.507
2734,9,0.5,Globe News,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.5
2735,12,0.068,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.602
2736,12,0.083,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.392
2737,0,-0.125,Globe News,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.375
2738,12,0.075,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.495
2739,12,0.136,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.455
2740,12,0.157,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.463
2741,12,0.117,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.399
2742,12,-0.043,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.401
2743,12,-0.109,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.442
2744,1,-0.031,Globe News,"said, trump, coronaviru, presid, work, time, would, say, n’t, one",0.188
2745,12,0.01,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.352
2746,11,0.052,Globe News,"peopl, said, one, say, covid-19, year, home, time, get, case",0.453
2747,2,0.21,Globe News,"said, peopl, would, say, time, get, first, prine, countri, one",0.422
2748,14,0.159,Globe News,"n’t, said, say, like, get, time, peopl, day, one, would",0.514
2749,12,0.318,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.477
2750,12,0,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0
2751,12,0.067,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.4
2752,12,-0.3,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.5
2753,12,0.19,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.445
2754,12,0.081,Globe News,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.393
2755,9,0.157,Globe News,"said, would, time, one, canada, coronaviru, say, n’t, year, covid-19",0.409
2756,0,0.1,The Toronto Star,"said, test, new, use, compani, canada, coronaviru, health, servic, covid-19",0.283
2757,10,0,The Toronto Star,"said, coronaviru, year, govern, would, countri, open, world, one, new",0
2758,12,-0.06,The Toronto Star,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.358
2759,3,0.113,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.494
2760,11,0.098,The Toronto Star,"peopl, said, one, say, covid-19, year, home, time, get, case",0.38
2761,3,0.119,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.545
2762,3,0.174,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.475
2763,13,0.12,The Toronto Star,"said, work, say, one, also, n’t, peopl, year, show, time",0.461
2764,11,0.062,The Toronto Star,"peopl, said, one, say, covid-19, year, home, time, get, case",0.324
2765,3,0.118,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.459
2766,3,0.128,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.503
2767,8,0.217,The Toronto Star,"peopl, say, n’t, time, like, said, get, work, one, make",0.53
2768,8,0.109,The Toronto Star,"peopl, say, n’t, time, like, said, get, work, one, make",0.432
2769,8,0.148,The Toronto Star,"peopl, say, n’t, time, like, said, get, work, one, make",0.483
2770,8,0.194,The Toronto Star,"peopl, say, n’t, time, like, said, get, work, one, make",0.491
2771,8,0.098,The Toronto Star,"peopl, say, n’t, time, like, said, get, work, one, make",0.491
2772,8,0.233,The Toronto Star,"peopl, say, n’t, time, like, said, get, work, one, make",0.463
2773,3,0.121,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.468
2774,3,0.148,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.573
2775,8,0.079,The Toronto Star,"peopl, say, n’t, time, like, said, get, work, one, make",0.483
2776,3,0.178,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.496
2777,3,0.099,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.409
2778,13,0.212,The Toronto Star,"said, work, say, one, also, n’t, peopl, year, show, time",0.499
2779,3,0.092,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.466
2780,8,0.148,The Toronto Star,"peopl, say, n’t, time, like, said, get, work, one, make",0.439
2781,14,0.147,The Toronto Star,"n’t, said, say, like, get, time, peopl, day, one, would",0.423
2782,14,0.127,The Toronto Star,"n’t, said, say, like, get, time, peopl, day, one, would",0.494
2783,8,0.107,The Toronto Star,"peopl, say, n’t, time, like, said, get, work, one, make",0.456
2784,8,0.098,The Toronto Star,"peopl, say, n’t, time, like, said, get, work, one, make",0.398
2785,3,0.229,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.435
2786,3,0.071,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.514
2787,8,0.179,The Toronto Star,"peopl, say, n’t, time, like, said, get, work, one, make",0.465
2788,3,0.124,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.477
2789,3,0.225,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.571
2790,12,0.106,The Toronto Star,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.341
2791,3,0.161,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.501
2792,3,0.078,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.438
2793,12,0.159,The Toronto Star,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.439
2794,12,0.199,The Toronto Star,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.447
2795,3,0.204,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.469
2796,3,0.095,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.232
2797,3,0.2,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.511
2798,11,0.133,The Toronto Star,"peopl, said, one, say, covid-19, year, home, time, get, case",0.421
2799,3,0.131,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.53
2800,3,0.154,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.482
2801,12,0.115,The Toronto Star,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.513
2802,8,0.065,The Toronto Star,"peopl, say, n’t, time, like, said, get, work, one, make",0.4
2803,13,0.167,The Toronto Star,"said, work, say, one, also, n’t, peopl, year, show, time",0.422
2804,11,0.096,The Toronto Star,"peopl, said, one, say, covid-19, year, home, time, get, case",0.447
2805,13,-0.022,The Toronto Star,"said, work, say, one, also, n’t, peopl, year, show, time",0.56
2806,3,0.199,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.553
2807,4,0.25,The Toronto Star,"peopl, said, star, one, work, n’t, news, time, reader, get",0.526
2808,3,0.139,The Toronto Star,"n’t, one, get, time, said, make, like, ’re, say, use",0.511
2809,12,0.176,The Toronto Star,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.414
2810,12,0.138,The Toronto Star,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.509
2811,12,0.098,The Toronto Star,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.284
2812,12,0.166,The Toronto Star,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.474
2813,12,0.13,The Toronto Star,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.348
2814,12,0.178,The Toronto Star,"said, peopl, covid-19, servic, health, includ, busi, also, coronaviru, work",0.455
2815,17,0.042,The Toronto Star,"use, said, servic, may, peopl, govern, time, inform, one, also",0.382
2816,4,0.176,The Toronto Star,"peopl, said, star, one, work, n’t, news, time, reader, get",0.518
2817,4,0.077,The Toronto Star,"peopl, said, star, one, work, n’t, news, time, reader, get",0.441
2818,4,0.094,The Toronto Star,"peopl, said, star, one, work, n’t, news, time, reader, get",0.499
2819,4,0.117,The Toronto Star,"peopl, said, star, one, work, n’t, news, time, reader, get",0.435
2820,4,0.138,The Toronto Star,"peopl, said, star, one, work, n’t, news, time, reader, get",0.377
2821,4,0.161,The Toronto Star,"peopl, said, star, one, work, n’t, news, time, reader, get",0.422
2822,8,0.111,The Toronto Star,"peopl, say, n’t, time, like, said, get, work, one, make",0.465
2823,11,0.087,The Toronto Star,"peopl, said, one, say, covid-19, year, home, time, get, case",0.357
2824,8,0.135,The Toronto Star,"peopl, say, n’t, time, like, said, get, work, one, make",0.424
